id,title,region,full_address,email,phone,about
471,Los Compayes,South Omaha,"3302 Q St, Omaha, NE 68107",,(402) 260-8349,Featuring traditional and innovative Mexican eats that won't break the bank. Visit and give your taste buds a fiesta!
472,Los Portales,South Omaha,"2614 S 13th St, Omaha, NE 68108",,(402) 991-1190,Offering traditional Mexican fare in large portions at fair prices.
473,Lucky Tiger Izakaya,Midtown,"3852 Farnam St, Suite 1, Omaha, NE 68131",,(531) 213-2443,"This Blackstone eatery offers ramen, small plates, donburi and more, all artfully plated. Open for dine-in and takeout."
474,Lucy Ethiopian Coffee,Central,"421 N Saddle Creek Rd,, Omaha, NE 68131",,(402) 916-9427,"Step into a warm and inviting atmosphere where the aroma of freshly brewed coffee fills the air. At Lucy Ethiopian Coffee, you'll savor the rich flavors of traditional Ethiopian coffee made from freshly roasted beans sourced directly from Ethiopia."
475,Lula B's,Downtown / Old Market,"902 Dodge St #101, Omaha, NE 68102",info@lulabsomaha.com,(402) 393-5493,"Lula B's is downtown's newest go-to breakfast, brunch, and bar. From breakfast to late nights out, Lula B's has something for you to enjoy."
476,Lutfi's Fried Fish,Northwest,"2822 N 88th St, Omaha, NE 68134",lutfisomaha@gmail.com,(531) 215-6666,The ultimate stop for cozy comfort food. Enjoy southern fried fish and an array of delicious sides.
477,Lyle's Pizzeria,Central,"5213 Leavenworth St, Omaha, NE 68106",,(402) 763-2125,"Lyle's Pizzeria is a neighborhood pizzeria and wine bar focusing on fresh, simple ingredients and a small but mighty wine selection. Serving hand-stretched sourdough pizzas, small plates, craft cocktails and wine."
478,Mai Thai - Aksarben,Central,"2279 S 67th St, Suite B, Omaha, NE 68106",maithaiomaha@gmail.com,(402) 884-7888,Popular outpost serving an array of elevated Thai dishes & tropical cocktails in a modern interior.
479,Mama's Pizza,Central,"715 N Saddle Creek Rd, Omaha, NE 68132",,(402) 553-9270,"At Mama’s, we are known for our homemade pizzas, which are made with the freshest of ingredients and are prepared daily in each of our kitchens."
480,Mama's Pizza - La Vista,South of Metro,"8146 S 96th St, La Vista, NE 68128",,(402) 614-5545,"At Mama’s, we are known for our homemade pizzas, which are made with the freshest of ingredients and are prepared daily in each of our kitchens."
481,Maria's Mexican Restaurant,Southwest,"7630 Burlington St, Omaha, NE 68137",info@mariasralston.com,(402) 592-3623,"Maria's is a family-owned restaurant that has been serving authentic, real, home-style Mexican cooking since 1976."
482,Mas Chingon,Central,"6207 Maple St, Omaha, NE 68104",,(402) 505-7542,"Authentic and delicious Mexican food in the heart of Benson. Serving up taqueria-style tacos, nachos, burritos, tortas, and more with vegan and vegetarian options."
483,Maximo's Cantina,Northwest,"2613 N Main St, Elkhorn, NE 68022",,(402) 289-4062,"Maximo's Cantina promises authentic and delicious Mexican food for breakfast, lunch and dinner. Enjoy your meal in a relaxed family atmosphere in the heart of Elkhorn."
484,Memoir,Downtown / Old Market,"930 Harney St, Omaha, NE 68102",hello@ourmemoir.com,(402) 513-7055,"A vibrant sanctuary nestled in the heart of Omaha’s newest development project, Brickline at The Mercantile. Here, find flowing cocktails and quality conversations that linger. Meals are crafted into delightful masterpieces, nourishing both your palate and soul."
485,Mercy Thai,Southwest,"4741 S 96th St, Omaha, NE 68127",,(402) 614-1929,"Casual Thai eatery with a generous selection of curries, noodle dishes and soups."
486,Mixins Rolled Ice Cream,Downtown / Old Market,"1405 Jackson St, Omaha, NE 68102",,(402) 578-2046,Mixins is the answer to your sugar fix in the heart of downtown Omaha. Dishes with fun names like Cookie Monster and Mint to Be are served with rolled ice cream and finished with toppings and sauces for the ultimate textural experience. Tip: Don't leave without getting a pic on the swing!
487,Modern Love,,"3157 Farnam St, Suite 7113, Omaha, NE 68131",,(402) 614-6481,Modern Love Omaha is a natural restaurant offering swanky vegan comfort food in a unique atmosphere.
488,Moe & Curly's Pub Downtown,Downtown / Old Market,"1011 Capitol Ave, Omaha, NE 68102",,(402) 934-4448,"Moe & Curly's pub brings to party to Omaha's Capitol District with tasty food, a fully stocked bar, and karaoke every night."
489,Monarch Restaurant & Bar,Downtown / Old Market,"316 S 15th St, Omaha, NE 68102",,(402) 991-4981,"A modern steakhouse connected to the four-diamond Hotel Deco XV, Monarch Prime & Bar serves up modern steakhouse fare complemented with a dry-aging meat program, and contemporary cocktails and a curated wine list midst the rich colors and textures of a memorable atmosphere. Reservations recommended."
490,Monolithic Brewing,Northwest,"4915 N 120th St Suite 102, Omaha, NE 68164",monolithicbrewing@yahoo.com,(402) 502-4477,"Monolithic Brewing is an Omaha craft brewery delivering high-quality craft beers that push boundaries. Cheers to your next pour with Monolithic's wide variety of craft beers, hard seltzers, and everything in between. Get your snack on with a seasonal food menu that refreshes with new brews."
491,Mootz Pizza,Southwest,"8725 Shamrock Rd, Omaha, NE 68114",,(531) 283-5335,"The first bricks-and-mortar restaurant opens for a popular pizza food truck. At the Countryside Village location, discover wood-fired crusts topped with pepperoni, house sausage, and Fior di Latte mozzarella, among other choices."
492,Mouth of the South - Lakeside,Southwest,"16909 Lakeside Hills Plz, Omaha, NE 68130",lakeside@motsomaha.com,(531) 375-5399,"Enjoy mouthwatering southern grub, refreshing cocktails and a casual environment. From hearty po' boys to gumbo, try out authentic southern food made from scratch."
493,Mouth of the South - Old Market,Downtown / Old Market,"1111 Harney St, Omaha, NE 68102",gm-om@motsomaha.com,(402) 502-4545,"Enjoy mouthwatering southern grub, refreshing cocktails and a casual environment. From hearty po' boys to gumbo, try out authentic southern food made from scratch."
494,Mula,Midtown,"3932 Farnam St, Omaha, NE 68131",info@mulaomaha.com,(402) 315-9051,"MULA proudly offers “Street Style” Mexican food inspired by the beauty and tradition of Mexican culture and executed using the quality resources and products of local purveyors.

MULA's Tequila Bar boasts a comprehensive Tequila program, rooted in authenticity and distinguished by the Censejo Regulador del Tequila (CRT), intended to educate and captivate the imagination of both the experienced and inexperienced Tequila drinkers. This experience is reinforced with craft tequila cocktails of both old world and new world variety, and the City's most comprehensive Mexican beer portfolio (draft and bottle).

Hours of Operation:
Mon-Sat 4pm-10pm"
495,My Pie Pizza,Central,"1303 S 72nd St., Suite 108, Omaha, NE 68124",,(402) 763-4900,"Ready for a unique spin on the usual way of making pizza? My Pie Omaha is an authentic, New York-inspired, fast, casual pizzeria with that friendly neighborhood feel. Custom-build your own New York-style pizza using fresh, high-quality ingredients. Every pie goes into an 800° oven for 2 minutes and comes out piping hot and fresh. My Pie Omaha offers pizzas, salads, sides, desserts, and so much more. Come in or order online for pickup or delivery."
496,Myrtle and Cypress Coffeehouse,Central,"517 N 33rd St, Omaha, NE 68131",hellomyrtleandcypress@gmail.com,(402) 720-4873,"Myrtle & Cypress is a coffeehouse in the heart of Omaha's historic Gifford Park neighborhood. (It's literally a coffeehouse – established in a historic house along 33rd St.) Visit to enjoy locally-made tea, coffee and baked goods, along with a dedicated kids' room and brand new outdoor patio."
497,Myrtle and Cypress Coffeehouse,Central,"7023 Cass St., Omaha, NE 68132",hellomyrtleandcypress@gmail.com,(402) 720-4873,Omaha's only air-roasted coffee is now served at a new location in the Omaha Conservatory of Music. Step into the bright airy space filled with plants and cozy furnishings and order from a broad menu with some of the most delicious lattes in town.
498,Nate's Stumble Inn,Northwest,"15409 S 2nd St, Bennington, NE 68007",info@NatesStumbleInn.com,(402) 238-2430,A small town full-service restaurant and bar offering from-scratch lunch and dinner every day of the week.
499,Nebraska Brewing Company Brewery and Tap Room,South of Metro,"6950 S 108th St, La Vista, NE 68128",info@nebraskabrewingco.com,(402) 934-7988,"Nebraska Brewing Company's second location producing it's signature beer with snacks, tours and entertainment."
500,Nick's Quorum,Downtown / Old Market,"1001 Cass St, Omaha, NE 68102",OMACV_NicksQ@hilton.com,(402) 998-3400,"Nick's Quorum is a supper club that doesn't require a membership. Chef Marvin Woods is serving up contemporary, inventive spins on supper club fare, from prime rib to broasted chicken, alongside classic and creative libations. Brunch is served 7 days a week. Enjoy live music on Saturday nights and half-priced drinks during ""cocktail hour"" 5-6pm Tuesday through Friday. Located inside Hilton Omaha in downtown Omaha."
501,Night Flight Pizza,Southwest,"622 S 72nd St, Omaha, NE 68114",,(402) 342-4500,"Satisfy your pizza cravings with homemade, hand-tossed, delicious pizza. Night Flight delivers until 3am and offers vegan and gluten free options, including desserts!"
502,Nite Hawkes Cafe,North Omaha,"4825 N 16th St, Omaha, NE 68110",,(402) 451-0302,"Nite Hawkes Cafe has been serving up made-to-order breakfast and burgers since 1942. Four generations of experience, great customer service, and delicious travel-worthy dishes have made Nite Hawkes an Omaha staple."
503,Nite Owl,Midtown,"3902 Farnam St, Omaha, NE 68131",,(402) 991-6767,"A slew of industry experts came together to create a hangout that serves enjoyable food, drinks, and atmosphere. Heavy Riffs, Cocktail Sniffs and Bacon Strips!"
504,Noli's Pizzeria,Midtown,"4007 Farnam St, Omaha, NE 68106",noli@nolispizza.com,(402) 359-1802,"Fast casual concept serving New York style pizza by the slice and hand-crafted salads. Quality ingredients, local/seasonal when available."
505,Okinawa Sushi & Grill,Southwest,"12240 L St #101, Omaha, NE 68137",,(402) 991-0022,
506,Oklahoma Joe's BBQ,Central,"1912 S 67th St, Omaha, NE 68106",,(402) 677-1881,"Come on down to Oklahoma Joe’s to savor our one of a kind burnt ends, slow smoked ribs or our world famous pulled pork."
507,Okra African Grill,Central,"1303 72nd St Suite 101, Omaha, NE 68124",info@okraafricangrill.com,(402) 884-7500,"Okra is a one-of-a-kind Omaha restaurant where visitors can customize their meals and experience delicious, slow-cooked African dishes made with love."
508,Omaha Tap House - West,Northwest,"579 N 155th Plz, Omaha, NE 68154",,(402) 932-0621,Craft Beer. Craft Burgers.
509,Ooh De Lally,Central,"4916 Underwood Ave, Omaha, NE 68132",,(402) 698-8333,Chef-led fresh American gastropub favorites come served with a mission to give formerly incarcerated people a second chance at employment.
510,Orleans Room,Midtown,"302 S 36th St, Kimpton Cottonwood Hotel, Omaha, NE 68131",,(402) 810-9500,"Whether you're an early bird or a nightcap-seeker, you'll find what you're looking for in the Orleans Room. Our morning menu features challah French toast, our pork belly country omelet, and classic eggs Benedict. The original Blackstone Hotel is the legendary birthplace of the Reuben sandwich – and you'll want to try our version for lunch. Plus, sip local wines, craft beers and classic cocktails, alongside a small-bites dinner menu highlighting lobster deviled eggs, steak frites and must-try local favorites."
511,Orsi's Italian Bakery and Pizzeria,Downtown / Old Market,"621 Pacific St, Omaha, NE 68108",,(402) 345-3438,"For nearly a century, Orsi’s Italian Bakery & Pizzeria has been providing the very best Italian food outside of Italy.  Time-honored traditions and fresh ingredients are used to create genuine Italian dishes and warm, crusty breads. Whether you are in the mood for one of the hand-tossed, delicious pizza pies, or you have a hankering for sweet cannoli, you can find the Italian taste you’re craving right here.  Since 1919, Orsi's has been bringing the best foods of Italy to Omaha, NE, and the tradition lives on today.

Business Hours:
Tuesday: 8:30AM - 8:00PM
Wednesday: 8:30AM - 8:00PM
Thursday: 8:30AM - 8:00PM
Friday: 8:30AM - 9:00PM
Saturday: 7:30AM - 8:00PM
Sunday: 7:30AM - 6:00PM"
512,Osaka Steak House & Sushi,South of Metro,"12746 Westport Pkwy, La Vista, NE 68138",,(402) 800-2168,"Long-time fans of Japanese food and newcomers will love Osaka's wide-range of menu items. From sushi and seafood to steaks, salads, and vegetable dishes, you'll be sure to find something you enjoy."
513,Ota - omakase table,Central,"6011 Maple St, Omaha, NE 68104",info@omakaseota.com,,"The sister restaurant to Yoshitomo, Ota - omakase table serves up to eight customers a night with a high-end chef-curated tasting of 20 courses. Chef and owner David Utterback is a James Beard Award nominee who's earned national praise as one of the most innovative sushi chefs in America."
514,Pa Mas Taqueria & Grill,Midtown,"220 S 31 Ave, 3107, Omaha, NE 68131",contact@pamasrestaurants.com,(402) 916-9657,"Pa Mas Taqueria & Grill serves up tantalizing street tacos, fire grill favorites like fajitas and carne asada, craft cocktails, margaritas on tap, and much more."
515,Pacific Eating House,Southwest,"1130 Sterling Ridge Dr Suite 101, Omaha, NE 68154",pacificeatinghouse@gmail.com,(531) 999-3777,"Pacific Eating House believes the way food is grown or raised is just as important as how it's prepared. Their Pacific-inspired cuisine features wholesome sustainable seafood, local meat and produce, hand-crafted cocktails and an extensive selection of Left-Coast wines."
